,Tweets,User,User_statuses_count,user_followers,User_location,User_verified,fav_count,rt_count,tweet_date,clean_tweet,Sentiment
171,"RT @CricketNDTV: Describing #MandeepSingh as the ""most genuinely happy cricketer"", #ViratKohli commended his ""positive attitude"" and wrote…",NDTV Sports,136586,573609,"New Delhi, India",True,0,8,2020-10-27 10:48:40,RT Describing MandeepSingh as the most genuinely happy cricketer ViratKohli commended his positive attitude and wrote,Positive
172,"RT @CricketNDTV: Describing #MandeepSingh as the ""most genuinely happy cricketer"", #ViratKohli commended his ""positive attitude"" and wrote…",ajaygolmalgobisharma,353756,1254,Leeds England UK,False,0,8,2020-10-27 10:48:10,RT Describing MandeepSingh as the most genuinely happy cricketer ViratKohli commended his positive attitude and wrote,Positive
173,"Describing #MandeepSingh as the ""most genuinely happy cricketer"", #ViratKohli commended his ""positive attitude"" and… https://t.co/eCdfesv4Pg",CricketNDTV,136318,1787256,India,True,94,8,2020-10-27 10:44:55,Describing MandeepSingh as the most genuinely happy cricketer ViratKohli commended his positive attitude and,Positive
174,What I want the most in this #IPL now is to #MI playing against #RCB in the playoff eliminator or the final and a R… https://t.co/jmkbZjtNqD,Prantik,29937,684,India,False,1,0,2020-10-27 10:23:41,What I want the most in this IPL now is to MI playing against RCB in the playoff eliminator or the final and a R,Positive
175,@Jerseyno_93 @Boomrah_ I hardly care about RCB winning IPL or not lmao. I just support them cos of Kohli. Nice try btw,🥳,21765,305,,False,0,0,2020-10-27 09:07:39,93 I hardly care about RCB winning IPL or not lmao I just support them cos of Kohli Nice try btw,Positive
176,RT @Viratian_182003: yeah RCB has not won the trophy till now... but we still love our team and keep supporting our team !!! for winning th…,𝙲𝙷𝙴𝙴𝙺𝚄 🖤,15854,493,,False,0,1,2020-10-27 08:13:12,RT 182003 yeah RCB has not won the trophy till now but we still love our team and keep supporting our team for winning th,Positive
177,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Apoorv Khade,9764,19,"Itarsi, India",False,0,123,2020-10-27 08:11:58,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
178,yeah RCB has not won the trophy till now... but we still love our team and keep supporting our team !!! for winning… https://t.co/jPVf46Gpgw,Viratian Forever 💖,4665,144,In Virat's World....😉😍 !!!,False,3,1,2020-10-27 08:04:27,yeah RCB has not won the trophy till now but we still love our team and keep supporting our team for winning,Positive
179,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,LALIT THAKUR (LBT),3270,96,"Mumbai, India",False,0,123,2020-10-27 07:26:14,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
180,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Ganesh Rathod,5342,37,Satara,False,0,123,2020-10-27 07:11:34,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
181,@rahulk_1019 RCB 2.0 winning IPL before RCB 1.0,Praveen Kumar,6842,136,"New Delhi, India",False,1,0,2020-10-27 07:01:27,1019 RCB 2 0 winning IPL before RCB 1 0,Positive
182,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Mohith,2423,23,"Chittoor, India",False,0,123,2020-10-27 06:02:17,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
183,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Nitin Shahaji,80317,219,"Thane, India",False,0,123,2020-10-27 05:28:44,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
184,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Akhil,11159,210,"Wisconsin, USA",False,0,123,2020-10-27 05:10:11,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
185,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,INDER MORWAL,250248,604,New Delhi,False,0,123,2020-10-27 04:41:30,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
186,"RT @NayabPokiri: RCB winning IPL this year. Inject this.
#WeLoveRCB",मुकुटमणि गोपालदास पंडित,17121,279,"महाराष्ट्र, भारत",False,0,13,2020-10-27 04:32:56,RT RCB winning IPL this year Inject this WeLoveRCB,Positive
187,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Ankit Tandon,12211,469,NCR,False,0,123,2020-10-27 04:13:06,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
188,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Srk😍,10584,579,"Maharashtra, India",False,0,123,2020-10-27 03:14:25,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
189,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Pankaj nagar,15,20,Kota Rajasthan ,False,0,123,2020-10-27 02:07:46,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
190,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,🇦 ʟʟᴜ̄.🇦 ᴋᴇ̈šʜ😍,388,6,,False,0,123,2020-10-27 01:04:55,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
191,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,akshay,2501,13,,False,0,123,2020-10-27 00:48:27,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
192,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,CSK fan 😎,10566,103,"इंदौर, भारत",False,0,123,2020-10-27 00:48:15,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
193,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Suril Shah,3599,218,,False,0,123,2020-10-26 20:57:38,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
194,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Mahnaz Ahmad,203,23,"New Delhi, India",False,0,123,2020-10-26 20:25:32,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
195,"@akakrcb6 He was just unstoppable that IPL, scoring centuries. #RCB were unlucky to miss out on winning that IPL",Nordic_CricPundits,1842,113,Stockholm,False,1,0,2020-10-26 19:28:36,He was just unstoppable that IPL scoring centuries RCB were unlucky to miss out on winning that IPL,Positive
196,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,ꪀꪀꪀꪖꪗꪖꪀꪀꪀ³⁴ 🧩,1364,36,❷❸ // ( he-him-his) ,False,0,123,2020-10-26 18:57:14,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
197,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Raviraj Mashruwala,674,57,"Ahmadabad City, India",False,0,123,2020-10-26 18:15:34,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
198,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Vivek Pandey,870,1012,UP,False,0,123,2020-10-26 18:06:24,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
199,"RT @mufaddal_vohra: Chris Gayle winning Man Of The Match award at the age of 41, what a boss. His 22nd MOM award in the IPL, just behind AB…",𝗞𝗶𝗥𝗔𝗡,7180,142,,False,0,108,2020-10-26 17:47:47,RT vohra Chris Gayle winning Man Of The Match award at the age of 41 what a boss His 22nd MOM award in the IPL just behind AB,Positive
200,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Naresh Dh@NuSh,40375,587,"Chennai, India",False,0,123,2020-10-26 17:45:30,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
201,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Patil More,23,1,,False,0,123,2020-10-26 17:45:25,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
202,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Suryansh,9772,110,,False,0,123,2020-10-26 17:44:27,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
203,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Abhishek Gopal,11547,193,"Bengaluru, India",False,0,123,2020-10-26 17:43:24,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
204,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,thanvi_tarun,1076,60,"Malad West, Mumbai",False,0,123,2020-10-26 17:41:36,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
205,"RT @parthtank28: Want RCB vs KXIP in the finals.
And after winning, RCB ask Gayle and KL to join for group photo with Trophy, just Like Puy…",NIKHIL V. SOKHADIYA,1042,56,"Gujarat, India",False,0,1,2020-10-26 17:31:08,RT Want RCB vs KXIP in the finals And after winning RCB ask Gayle and KL to join for group photo with Trophy just Like Puy,Positive
206,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Subash Rohit,23133,641,"Bengaluru South, India",False,0,123,2020-10-26 17:30:36,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
207,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,𝓐𝓝𝓙𝓚𝓔༒༄,32492,2756,,False,0,123,2020-10-26 17:30:05,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
208,"Want RCB vs KXIP in the finals.
And after winning, RCB ask Gayle and KL to join for group photo with Trophy, just L… https://t.co/Dosic5rZuN",Parth Tank,2832,239,"Vadodara, Gujarat",False,2,1,2020-10-26 17:29:58,Want RCB vs KXIP in the finals And after winning RCB ask Gayle and KL to join for group photo with Trophy just L,Positive
209,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,JayaMarshalin v,5752,85,,False,0,123,2020-10-26 17:28:38,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
210,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Ozymandias,3882,363,,False,0,123,2020-10-26 17:22:45,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
211,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Yuvan Bala 😎,34472,445,"Tamil Nadu, India",False,0,123,2020-10-26 17:22:07,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
212,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,suneelkumar kuditala,3242,20,,False,0,123,2020-10-26 17:16:38,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
213,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,𝖆𝖓𝖆𝖓𝖙𝕳 𝖛𝕵,45197,3307,"Kumbakonam, India",False,0,123,2020-10-26 17:16:32,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
214,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Kaushal,136,22,"मुंबई, भारत",False,0,123,2020-10-26 17:15:56,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
215,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,vardaan kapoor,10054,170,,False,0,123,2020-10-26 17:12:45,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
216,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Sammed18 (Virat fan),7730,167,"Karnataka, India",False,0,123,2020-10-26 17:09:05,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
217,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Vishal Gaur 🇮🇳,2687,671,"Jodhpur, India",False,0,123,2020-10-26 17:08:27,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
218,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Maharshi Basu,3622,140,"New Delhi, India",False,0,123,2020-10-26 17:02:16,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
219,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,அன்பான சூர்யா ரசிகன் ᴮˡᵒᶜᵏᵇᵘˢᵗᵉʳ ᴷᵃᵃᵖᵖᵃᵃⁿ,48055,158,"Salem, India",False,0,123,2020-10-26 16:59:02,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
220,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Bajrang dal wale 🚩,45748,225,"बिहार, भारत",False,0,123,2020-10-26 16:56:21,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
221,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,@bhi'vr_2604,1385,5,,False,0,123,2020-10-26 16:56:01,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
222,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,__VaibhaV BalaSaheb Dhongade__,75,23,"Nashik, India",False,0,123,2020-10-26 16:54:54,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
223,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Akhil Saaho,25479,645,"Vishakhapatnam, India",False,0,123,2020-10-26 16:54:35,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
224,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,HaRsH,110,51,"Gandhinagar, India",False,0,123,2020-10-26 16:53:36,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
225,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,@iamtalimhussain17,45,11,"Siliguri, India",False,0,123,2020-10-26 16:52:06,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
226,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Shobhit Singh,192,11,,False,0,123,2020-10-26 16:51:33,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
227,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Azad Malik,2938,145,"Delhi, India",False,0,123,2020-10-26 16:49:52,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
228,RCB IS WINNING THIS IPL 🔥🔥🔥😔,GUNNU ❤️ SIDNAAZ ❤️,23626,1424,"Mohali, India",False,5,0,2020-10-26 16:49:03,RCB IS WINNING THIS IPL,Positive
229,@BraichTaniya RCB IS WINNING THIS IPL 🔥🔥🔥,ℓιттℓє мιѕѕ //RCB♥️,63687,1484,,False,0,0,2020-10-26 16:48:20,RCB IS WINNING THIS IPL,Positive
230,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Gayatri Narwaria,6281,74,,False,0,123,2020-10-26 16:47:54,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
231,"RT @1sInto2s: Rohit Sharma ruled out of IPL, RCB is winning this IPL.",संतोष वर्मा,75207,656,"Ballia, India",False,0,3,2020-10-26 16:44:50,RT Rohit Sharma ruled out of IPL RCB is winning this IPL,Positive
232,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,realharshmd,6138,132,Indian,False,0,123,2020-10-26 16:44:11,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
233,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Vaidya Nadhan,4680,18,,False,0,123,2020-10-26 16:43:30,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
234,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Yash Agrawal☘️,3005,1070,India,False,0,123,2020-10-26 16:42:21,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
235,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,vignesh,15565,138,thiruvallur,False,0,123,2020-10-26 16:39:43,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
236,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,varun c k,6525,42,,False,0,123,2020-10-26 16:38:56,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
237,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,aryan Shah .....,2237,25,"Sangli, India",False,0,123,2020-10-26 16:36:54,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
238,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,रᴇʙᴇﾚ⁴⁵,15071,237,HINDUstan,False,0,123,2020-10-26 16:34:27,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
239,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Mr.Chitturi ✌,13785,297,"Vishakhapatnam, India",False,0,123,2020-10-26 16:33:41,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
240,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Ganesh Naidu,2876,68,"Draksharamam, India",False,0,123,2020-10-26 16:32:34,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
241,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Advait,22538,560,"Mumbai, India",False,0,123,2020-10-26 16:32:25,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
242,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Yog,9650,147,,False,0,123,2020-10-26 16:31:24,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
243,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,PʀAᴅEᴇP,13543,1596,Sri Lanka,False,0,123,2020-10-26 16:29:52,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
244,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Sairam. pasupulleti,33737,937,gandhinagar.vijayawada,False,0,123,2020-10-26 16:29:26,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
245,KXIP is a danger though 2 baar haaraya hai RCB ko this season and trust me if they qualify they r winning this ipl… https://t.co/XWWgibzcSo,DON3,28205,479,INDIA ,False,0,0,2020-10-26 16:29:24,KXIP is a danger though 2 baar haaraya hai RCB ko this season and trust me if they qualify they r winning this ipl,Positive
246,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,yogesh_Dfan||MI💙🔥,10599,811,"Madurai, Tamil Nadu",False,0,123,2020-10-26 16:28:56,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
247,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,JUSTICE FOR SSR !!,2366,83,,False,0,123,2020-10-26 16:25:39,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
248,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,M@nOR@Nj@n Reddy,67371,338,Anantapur AP/ Bangalore ,False,0,123,2020-10-26 16:25:30,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
249,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Manoj Kumar Singh,1924,7,"Azamgarh, India",False,0,123,2020-10-26 16:25:22,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
250,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Ashutosh,1189,41,Dehri on sone,False,0,123,2020-10-26 16:22:01,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
251,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,satyacomrade__,2302,14,"Kakinada, India",False,0,123,2020-10-26 16:20:40,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
252,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Aman Bhardwaj,1371,14,EARTH,False,0,123,2020-10-26 16:17:14,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
253,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,ManiSh,13162,161,,False,0,123,2020-10-26 16:16:08,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
254,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,M.Elangovan,1318,2,,False,0,123,2020-10-26 16:15:24,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
255,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Steven Pinto,8757,234,"VASAI,MAHARASHTRA",False,0,123,2020-10-26 16:14:15,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
256,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,yaser,2569,52,,False,0,123,2020-10-26 16:14:10,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
257,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Gauravsharma,393,3,,False,0,123,2020-10-26 16:13:02,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
258,"RT @1sInto2s: Rohit Sharma ruled out of IPL, RCB is winning this IPL.",RCB ⱽᶦʲᵃʸ🕷️,15208,1075,"Erode,Tamilnadu",False,0,3,2020-10-26 16:10:22,RT Rohit Sharma ruled out of IPL RCB is winning this IPL,Positive
259,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Appus,3327,8,,False,0,123,2020-10-26 16:10:10,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
260,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Nandan Boal,39833,1996,"Bangalore, India",False,0,123,2020-10-26 16:09:21,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
261,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Ram96,9571,32,madurai ,False,0,123,2020-10-26 16:09:20,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
262,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,ANDHBHAKT,5116,261,INDIA,False,0,123,2020-10-26 16:09:13,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
263,RT @Trendulkar: Rohit Sharma is not in the Australia tour squad. So he is out of the IPL too then? So RCB is winning the final against MI?…,Shakthi Sagi,324,19,,False,0,123,2020-10-26 16:09:00,RT Rohit Sharma is not in the Australia tour squad So he is out of the IPL too then So RCB is winning the final against MI,Positive
264,"Rohit Sharma ruled out of IPL, RCB is winning this IPL.",Sunil the Cricketer,104857,35738,Cricket Ground ,False,88,3,2020-10-26 16:08:43,Rohit Sharma ruled out of IPL RCB is winning this IPL,Positive
